id,source,predicate,target,datasets,datasett,typelink,datasetspld,datasettpld
26848717,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://lod.gesis.org/thesoz/concept/10034647,http://zbw.eu/stw/descriptor/18891-5/about,NULL,i,http://zbw.eu,http://lod.gesis.org/
26848718,http://zbw.eu/stw/descriptor/18891-5,http://www.w3.org/2004/02/skos/core#exactMatch,http://aims.fao.org/aos/agrovoc/c_49891,http://zbw.eu/stw/descriptor/18891-5/about,NULL,i,http://zbw.eu,http://aims.fao.org/
26848720,http://zbw.eu/stw/descriptor/18891-5,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Health%2Bcare/,http://zbw.eu/stw/descriptor/18891-5/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26848721,http://zbw.eu/stw/descriptor/18891-5,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Gesundheitsversorgung/,http://zbw.eu/stw/descriptor/18891-5/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26866677,http://zbw.eu/stw/descriptor/19358-4,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/External%2Bdebt%2Bservice/,http://zbw.eu/stw/descriptor/19358-4/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26866678,http://zbw.eu/stw/descriptor/19358-4,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Auslandsschuldendienst/,http://zbw.eu/stw/descriptor/19358-4/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26868966,http://zbw.eu/stw/descriptor/19689-2,http://www.w3.org/2004/02/skos/core#narrowMatch,http://d-nb.info/gnd/4129753-2,http://zbw.eu/stw/descriptor/19689-2/about,NULL,s,http://zbw.eu,http://d-nb.info
26868967,http://zbw.eu/stw/descriptor/19689-2,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4182661-9,http://zbw.eu/stw/descriptor/19689-2/about,NULL,i,http://zbw.eu,http://d-nb.info
26868968,http://zbw.eu/stw/descriptor/19689-2,http://www.w3.org/2004/02/skos/core#exactMatch,http://lod.gesis.org/thesoz/concept/10058050,http://zbw.eu/stw/descriptor/19689-2/about,NULL,i,http://zbw.eu,http://lod.gesis.org/
26868970,http://zbw.eu/stw/descriptor/19689-2,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Government%2Borgan/,http://zbw.eu/stw/descriptor/19689-2/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26868971,http://zbw.eu/stw/descriptor/19689-2,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/thema/Staatsorgan/,http://zbw.eu/stw/descriptor/19689-2/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
26869194,http://zbw.eu/stw/descriptor/11042-1,http://www.w3.org/2004/02/skos/core#exactMatch,http://d-nb.info/gnd/4129419-1,http://zbw.eu/stw/versions/latest/descriptor/11042-1/about,NULL,i,http://zbw.eu,http://d-nb.info
26869195,http://zbw.eu/stw/descriptor/11042-1,http://www.w3.org/2004/02/skos/core#exactMatch,http://lod.gesis.org/thesoz/concept/10044863,http://zbw.eu/stw/versions/latest/descriptor/11042-1/about,NULL,i,http://zbw.eu,http://lod.gesis.org/
26869196,http://zbw.eu/stw/descriptor/11042-1,http://www.w3.org/2004/02/skos/core#closeMatch,http://dbpedia.org/resource/Monetary_economy,http://zbw.eu/stw/versions/latest/descriptor/11042-1/about,NULL,s,http://zbw.eu,http://dbpedia.org
26869197,http://zbw.eu/stw/descriptor/11042-1,http://zbw.eu/namespaces/zbw-extensions/indexedItem,http://www.econbiz.de/subject/Monetary%2Beconomy/,http://zbw.eu/stw/versions/latest/descriptor/11042-1/about,NULL,r,http://zbw.eu,http://www.econbiz.de/
